,address,addressNumber,bikes,district,id,lat,lon,name,nearbyStations,slots,stationType,status,zip,Colonia
0,001 - Río Sena-Río Balsas,S/N,12,CUA,1,19.433571399999998,-99.16780909999999,1 RIO SENA-RIO BALSAS,"3,8,85",15,"BIKE,TPV",OPN,06500,CUAUHTEMOC
1,002 - Río Guadalquivir - Río Balsas,S/N,2,CUA,2,19.431386,-99.171695,2 RIO GUADALQUIVIR-RIO BALSAS,"1,5",10,BIKE,OPN,06500,CUAUHTEMOC
2,003 - Reforma - Insurgentes,S/N,9,1,3,19.431655,-99.158668,3 REFORMA-INSURGENTES,"8,20,86",27,"BIKE,TPV",OPN,06500,TABACALERA
3,004 - Río Nilo - Río Panuco,S/N,3,CUA,4,19.428309,-99.171713,4 RIO NILO-RIO PANUCO,"5,8,9,10",12,BIKE,OPN,06500,CUAUHTEMOC
4,005 - Río Pánuco Río Tiber,S/N,12,CUA,5,19.42972,-99.169363,5 RIO PANUCO-RIO TIBER,"2,4,9,10",0,BIKE,OPN,06500,CUAUHTEMOC
5,006 - Río Pánuco - Río Sena,S/N,11,CUA,6,19.430922,-99.16695899999999,6 RIO PANUCO-RIO SENA,"1,3,5,10",3,BIKE,OPN,06500,CUAUHTEMOC
6,007 - Río Elba - Río Lerma,S/N,17,CUA,7,19.425468,-99.175166,7 RIO ELBA-RIO LERMA,"13,14,21,28",7,BIKE,OPN,06500,CUAUHTEMOC
7,008 - Reforma - General Prim,S/N,2,TAB,8,19.431141,-99.15831700000001,8 REFORMA-GENERAL PRIM,"3,20,86",10,BIKE,OPN,06500,JUAREZ
8,009 - Río Guadalquivir - Río Lerma,S/N,7,CUA,9,19.428009,-99.16991800000001,9 RIO GUADALQUIVIR-RIO LERMA,"4,5,8,16",17,BIKE,OPN,06500,CUAUHTEMOC
9,010 - Reforma - Ramírez,S/N,11,TAB,10,19.433321,-99.154752,10 REFORMA-RAMIREZ,26,24,"BIKE,TPV",OPN,06500,TABACALERA
10,011 - Río Amazonas - Rio Lerma,S/N,11,CUA,11,19.430992,-99.163593,11 RIO AMAZONAS-RIO LERMA,"3,12,19",4,BIKE,OPN,06500,CUAUHTEMOC
11,012 - Río Lerma - Villalongin,S/N,9,1,12,19.432313,-99.161597,12 RIO LERMA-VILLALONGIN,"11,19,20,85",6,BIKE,OPN,06500,CUAUHTEMOC
12,013 - Reforma - Rio Mississippi,S/N,17,1,13,19.42502,-99.17231,13 REFORMA-RIO MISSISSIPPI,"7,14,21",18,"BIKE,TPV",OPN,06500,CUAUHTEMOC
13,014 - Reforma - Rio de Plata,S/N,21,CUA,14,19.424768,-99.173261,14 REFORMA-RIO DE PLATA,"13,21,22,28",14,BIKE,OPN,06500,CUAUHTEMOC
14,015 - Reforma - Rio Mississippi,S/N,4,CUA,15,19.425476999999997,-99.17156700000001,15 REFORMA-RIO MISSISSIPPI,"14,16,22,23",20,"BIKE,TPV",OPN,06500,CUAUHTEMOC
15,016 - Reforma - Rio Tiber,S/N,11,1,16,19.427226,-99.168242,16 REFORMA-RÍO TIBER,"9,23,24",24,BIKE,OPN,06500,CUAUHTEMOC
16,017 - Reforma - Rio Tiber,S/N,12,1,17,19.427501,-99.167125,17 REFORMA-RIO TIBER,"16,18,25",14,"BIKE,TPV",OPN,06500,CUAUHTEMOC
17,018 - Reforma - Río Rhin,S/N,23,CUA,18,19.42888,-99.164176,18 REFORMA-RIO RHIN,"17,25",13,"BIKE,TPV",OPN,06500,CUAUHTEMOC
18,019 - Reforma - Río Rhin,S/N,4,1,19,19.429241,-99.163377,19 REFORMA-RIO RHIN,"12,20,27",20,"BIKE,TPV",OPN,06500,CUAUHTEMOC
19,020 - Reforma- Rio Tamesis,S/N,7,CUA,20,19.430964000000003,-99.160206,20 REFORMA-RIO TAMESIS,"12,19,27",17,BIKE,OPN,06500,CUAUHTEMOC
20,021 - Reforma - Dublin,S/N,11,1,21,19.42472,-99.17206,21 REFORMA-DUBLIN,"7,13,14,28",13,"BIKE,TPV",OPN,06500,JUAREZ
21,022 - Reforma - Manchester,S/N,29,JUA,22,19.424375,-99.172575,22 REFORMA-MANCHESTER,"14,15,23,28",7,"BIKE,TPV",OPN,06500,JUAREZ
22,023 - Reforma - Praga,S/N,18,JUA,23,19.42517,-99.17105,23 REFORMA-PRAGA,"15,16,22",18,BIKE,OPN,06500,CUAUHTEMOC
23,024 - Reforma- Varsovia,S/N,19,JUA,24,19.426470000000002,-99.16821999999999,24 REFORMA-VARSOVIA,"16,23",8,"BIKE,TPV",OPN,06500,CUAUHTEMOC
24,025 - Reforma - Estocolmo,S/N,16,JUA,25,19.427317000000002,-99.166662,25 REFORMA-ESTOCOLMO,"17,18",8,BIKE,OPN,06500,CUAUHTEMOC
25,026 - Reforma - Versalles,S/N,14,JUA,26,19.432685,-99.154726,26 REFORMA-VERSALLES,10,4,"BIKE,TPV",OPN,06500,JUAREZ
26,027 - Reforma- Havre,S/N,6,JUA,27,19.429115,-99.162614,27 REFORMA-HAVRE,"19,26,31",30,"BIKE,TPV",OPN,06500,CUAUHTEMOC
27,028 - Toledo- Tokio,S/N,8,JUA,28,19.423542,-99.172494,28 TOLEDO-TOKIO,"14,21,22",19,BIKE,OPN,06500,JUAREZ
28,029 - Reforma - Bucareli,S/N,7,CEN,29,19.434913,-99.149939,29 REFORMA-BUCARELI,41,27,"BIKE,TPV",OPN,06500,CENTRO
29,030 - Hamburgo - Genova,S/N,8,JUA,30,19.426442,-99.164323,30 HAMBURGO-GENOVA,"26,34,35",28,"BIKE,TPV",OPN,06500,JUAREZ
30,031 - Hamburgo - Insurgentes,S/N,29,JUA,31,19.427838,-99.16119300000001,31 HAMBURGO-INSURGENTES,"19,27,30",1,BIKE,OPN,06500,JUAREZ
31,032 - Londres - Sevilla,S/N,14,JUA,32,19.422705,-99.169922,32 LONDRES-SEVILLA,"22,38,39",22,BIKE,OPN,06500,JUAREZ
32,033 - Londres - Florencia,S/N,3,JUA,33,19.424234,-99.166431,E33 LONDRES-FLORENCIA,"34,35,449",21,ELECTRIC_BIKE,OPN,06500,JUAREZ
33,034 - Liverpool - Genova,S/N,3,JUA,34,19.424725,-99.163331,34 LIVERPOOL-GENOVA,"30,33,35",33,BIKE,OPN,05600,JUAREZ
34,035 - Liverpool - Genova,S/N,4,JUA,35,19.424674,-99.163292,35 LIVERPOOL-GENOVA,"30,34,40",32,"BIKE,TPV",OPN,06500,JUAREZ
35,036 - Puebla - Veracruz,S/N,2,1,36,19.419725,-99.17577800000001,36 PUEBLA-VERACRUZ,"37,41,44",31,"BIKE,TPV",OPN,06140,ROMA NORTE
36,037 - Guadalajara - Puebla,S/N,19,R-N,37,19.420419,-99.172676,37 GUADALAJARA-PUEBLA,"28,38,45",2,BIKE,OPN,06700,ROMA NORTE
37,038 - Cozumel - PUEBLA,S/N,7,R-N,38,19.420801,-99.17140699999999,38 COZUMEL-PUEBLA,"28,32,37",29,BIKE,OPN,06700,ROMA NORTE
38,039 - Puebla - Medellín,S/N,5,R-N,39,19.421758999999998,-99.16694,39 PUEBLA-MEDELLÍN,"33,42,48",16,BIKE,OPN,06700,ROMA NORTE
39,040 - Oaxaca - Puebla,S/N,8,R-N,40,19.42223,-99.16429699999999,40 OAXACA-PUEBLA,"35,42",15,BIKE,OPN,06700,ROMA NORTE
40,041 - Reforma - Av. de la República,S/N,8,1,41,19.435637,-99.150137,41 REFORMA-AV. DE LA REPUBLICA,29,28,"BIKE,TPV",OPN,06700,TABACALERA
41,042 - Sinaloa - Valladolid,S/N,13,R-N,42,19.420472,-99.168238,42 SINALOA-VALLADOLID,"39,47,48,51",11,BIKE,OPN,06700,ROMA NORTE
42,043 - Revillagigedo - Juárez,S/N,21,CEN,43,19.435228,-99.146063,43 JUAREZ-REVILLAGIGEDO,"52,82",11,"BIKE,TPV",OPN,06700,CENTRO
43,044 - Durango - Veracruz,S/N,6,R-N,44,19.418057,-99.174761,44 DURANGO-VERACRUZ,"36,41,49,50",21,BIKE,OPN,06140,ROMA NORTE
44,045 - Durango - Sonora,S/N,20,R-N,45,19.418649,-99.172127,45 DURANGO-SONORA,"37,38,41,46",15,"BIKE,TPV",OPN,06700,ROMA NORTE
45,046 - Durango - Salamanca,S/N,27,R-N,46,19.419214,-99.169732,46 DURANGO-SALAMANCA,"42,45,51,54",8,BIKE,OPN,06700,ROMA NORTE
46,047 - Glorieta Cibeles - Oaxaca,S/N,2,1,47,19.419515,-99.166299,47 GLORIETA CIBELES-OAXACA,"42,51,56",22,"BIKE,TPV",OPN,06700,ROMA NORTE
47,048 - Independencia - Azueta,S/N,10,CEN,48,19.433685999999998,-99.146557,48 INDEPENDENCIA-AZUETA,"43,82",2,BIKE,OPN,06700,CENTRO
48,049 - Mazatlán - Juan de la Barrera,S/N,4,CON,49,19.416712,-99.17570400000001,49 MAZATLAN-JUAN DE LA BARRERA,"41,44,50,60",32,BIKE,OPN,06140,CONDESA
49,050 - Cuernavaca - Veracruz,S/N,13,CON,50,19.416938000000002,-99.173648,50 CUERNAVACA-VERACRUZ,"44,49,57,58",14,BIKE,OPN,06140,CONDESA
50,051 - Colima - Oaxaca,S/N,9,R-N,51,19.417995,-99.16824799999999,51 COLIMA-OAXACA,"46,47,55,58",18,BIKE,OPN,06700,ROMA NORTE
51,052 - Dolores - Juárez,S/N,7,CEN,52,19.436235999999997,-99.142039,52 HIDALGO-TRUJANO,43,14,"BIKE,TPV",OPN,06140,CENTRO
52,053 - Fernando Montes de Oca - Tula,S/N,9,CON,53,19.414773,-99.178433,53 FERNANDO MONTES DE OCA-TULA,"52,60,65,66",6,BIKE,OPN,06140,CONDESA
53,054 - Parque España - Sonora,S/N,14,CON,54,19.416215,-99.170825,54 PARQUE ESPAÑA-SONORA,"50,51,58,63",22,"BIKE,TPV",OPN,06700,ROMA NORTE
54,055 - 5 de Mayo - Bolívar,S/N,5,1,55,19.434356,-99.138064,55 5 DE MAYO-BOLIVAR,"65,87,88",9,"BIKE,TPV",OPN,06700,CENTRO
55,056 - Alvaro Obregón - Medellin,S/N,10,R-N,56,19.416959,-99.165702,56 ALVARO OBREGON-MEDELLIN,"47,51,55,59",26,BIKE,OPN,06700,ROMA NORTE
56,057 - Cuernavaca - Juan Escutia,S/N,1,1,57,19.414903,-99.17495,57 CUERNAVACA-JUAN ESCUTIA,"48,49,50,62",11,BIKE,OPN,06140,CONDESA
57,058 - Parque España - Juan de la Barrera,S/N,10,CON,58,19.41568,-99.17179300000001,58 PARQUE ESPAÑA-JUAN DE LA BARRERA,"50,54,61,63",17,BIKE,OPN,06140,CONDESA
58,059 - Popocatépetl - Amsterdam,S/N,1,HIP,59,19.415121,-99.166661,59 POPOCATEPETL-AMSTERDAM,"55,56,61,64",35,BIKE,OPN,06100,HIPODROMO
59,060 - Mazatlán - Fernando Montes de Oca,S/N,1,CON,60,19.414191,-99.177123,60 MAZATLAN-FERNANDO MONTES DE OCA,"23,52,62,66",34,BIKE,OPN,06140,CONDESA
60,061 - Avenida México - Sonora,S/N,17,HIP,61,19.413742000000003,-99.169525,61 AVENIDA MEXICO-SONORA,"59,63,64,70",19,"BIKE,TPV",OPN,06100,HIPODROMO
61,062 - Fernando Montes de Oca - Amatlan,S/N,17,CON,62,19.413322,-99.175202,62 FERNANDO MONTES DE OCA-AMATLAN,"67,71,74",1,BIKE,OPN,06140,CONDESA
62,063 - Nuevo León - Laredo,S/N,9,1,63,19.413681,-99.171531,63 NUEVO LEON- LAREDO,"70,76,77",27,"BIKE,TPV",OPN,06100,CONDESA
63,064 - Sonora - Amsterdam,S/N,6,HIP,64,19.412876999999998,-99.166986,64 SONORA-AMSTERDAM,"59,61,69",30,BIKE,OPN,06100,HIPODROMO
64,065 - Marconi - Tacuba,S/N,5,CEN,65,19.436142,-99.13990600000001,65 MARCONI-TACUBA,"52,55",13,"BIKE,TPV",OPN,06170,CENTRO
65,066 - Mazatlán - Francisco Marquez,S/N,0,1,66,19.411402,-99.178666,66 MAZATLAN-FRANCISCO MARQUEZ,"65,72",27,BIKE,OPN,06170,CONDESA
66,067 - Vicente Suárez - Michoacan,S/N,9,CON,67,19.411797,-99.17588,67 VICENTE SUAREZ-MICHOACAN,"62,66,68",15,BIKE,OPN,06170,CONDESA
67,068 - Tamaulipas - Michoacan,S/N,23,CON,68,19.411556,-99.17406,68 TAMAULIPAS-MICHOACAN,"67,71,74",7,"BIKE,TPV",OPN,06170,CONDESA
68,069 - Michoacán - Amsterdam,S/N,17,HIP,69,19.410733,-99.168111,69 MICHOACAN-AMSTERDAM,"70,76,77",4,BIKE,OPN,06100,HIPODROMO
69,070 - Parque México - Michoacan,S/N,12,1,70,19.411272,-99.169718,70 PARQUE MEXICO-MICHOACAN,"69,71,76",24,"BIKE,TPV",OPN,06100,HIPODROMO
70,071 - Amsterdam - Michoacan,S/N,18,HIP,71,19.411423000000003,-99.171351,71 AMSTERDAM-MICHOACAN,"70,74,76",18,BIKE,OPN,06100,HIPODROMO
71,072 - Mazatlán - Alfonso Reyes,S/N,11,1,72,19.409893,-99.17954399999999,72 MAZATLAN-ALFONSO REYES,"65,66,75",16,BIKE,OPN,06170,HIPODROMO DE LA CONDESA
72,073 - Campeche - Tamaulipas,S/N,0,H-C,73,19.410245,-99.175612,73 CAMPECHE-TAMAULIPAS,"67,68,75",36,BIKE,OPN,06170,HIPODROMO DE LA CONDESA
73,074 - Nuevo León - Ozulama,S/N,3,1,74,19.410343,-99.172831,74 NUEVO LEON-OZULAMA,"63,68,71",24,BIKE,OPN,06100,HIPODROMO
74,075 - Alfonso Reyes - Atlixco,S/N,3,H-C,75,19.408722,-99.17669000000001,75 ALFONSO REYES-ATLIXCO,"73,77,78",12,BIKE,OPN,06170,HIPODROMO DE LA CONDESA
75,076 - Chilpancingo - Campeche,S/N,4,HIP,76,19.408735999999998,-99.169913,76 CHILPANCINGO-CAMPECHE,"70,71,74",17,BIKE,OPN,06100,HIPODROMO
76,077 - Choapan - Tamaulipas,S/N,13,HIP,77,19.406765,-99.178321,77 CHOAPAN-TAMAULIPAS,"78,82",2,BIKE,OPN,06100,HIPODROMO
77,078 - Benjamín Hill - Tamaulipas,S/N,20,HIP,78,19.407503,-99.177382,78 BENJAMIN HILL-TAMAULIPAS,"77,82",16,"BIKE,TPV",OPN,06170,HIPODROMO
78,079 - Saltillo - Alfonso Reyes,S/N,10,HIP,79,19.407534,-99.17442700000001,79 SALTILLO-ALFONSO REYES,"75,80,83",17,BIKE,OPN,06100,HIPODROMO
79,080 - Nuevo León - Aguascalientes,S/N,14,HIP,80,19.407307,-99.17211800000001,80 NUEVO LEON-AGUASCALIENTES,"79,83,84",22,BIKE,OPN,06100,HIPODROMO
80,081 - Aguascalientes - Insurgentes,S/N,8,HIP,81,19.408006,-99.168475,81 AGUASCALIENTES-INSURGENTES,"76,84",19,BIKE,OPN,06100,HIPODROMO
81,082 - Independencia - Marroquí,S/N,2,CEN,82,19.433115,-99.143686,82 INDEPENDENCIA-MARROQUI,"43,48",10,"BIKE,TPV",OPN,06100,CENTRO
82,083 - Nuevo León - Alfonso Reyes,S/N,3,HIP,83,19.406295999999998,-99.172117,83 NUEVO LEON-ALFONSO REYES,"79,80",12,"BIKE,TPV",OPN,06100,HIPODROMO
83,084 - Chilpancingo - Tlaxcala,S/N,1,HIP,84,19.407020000000003,-99.16958699999999,84 CHILPANCINGO-TLAXCALA,"81,83",20,BIKE,OPN,06100,HIPODROMO
84,085 - Rosas Moreno - Sullivan,S/N,6,S-R,85,19.43425,-99.162508,85 ROSAS MORENO-SULLIVAN,"1,3,12",9,BIKE,OPN,06470,SAN RAFAEL
85,086 - Sullivan-Insurgentes,S/N,1,1,86,19.432378,-99.159077,86 SULLIVAN-INSURGENTES,"12,20",20,"BIKE,TPV",OPN,06470,SAN RAFAEL
